,NAME,STATE_NAME,FIPS,geometry,Date,Series_Complete_Pop_Pct,Series_Complete_Yes,POPESTIMATE2019,Minority_Pct
6893,Blaine,Montana,30005,"POLYGON ((-109.544327649568 47.74525228318215, -109.5402735690499 48.13248716712887, -109.5393439973663 48.21656942286592, -109.5577621465266 48.21768310610568, -109.5588461978558 48.2855409583404, -109.522933047518 48.28650648202738, -109.5245050410946 48.39225676153454, -109.5000516177322 48.39275667051508, -109.4986249344862 48.44781576496314, -109.4666100899198 48.44768599584435, -109.4665565245431 48.51934320813522, -109.502203143098 48.52164367011437, -109.5002874297197 48.57906015918093, -109.5133648932385 48.58039908638414, -109.5108179994438 48.9174269458243, -109.4977482029228 48.91701121840785, -109.5007370369779 49.00000501947234, -108.2506748974383 49.00000963003185, -108.2496399563385 48.91535436981462, -108.2654032002818 48.91533903581895, -108.2634402416195 48.74143945455121, -108.3282859997854 48.73991708924435, -108.3254430977093 48.57587415895168, -108.3472185630572 48.57519889329765, -108.3475866825614 48.42917796667568, -108.4200390350536 48.44400174436383, -108.4174690366573 48.2178271213353, -108.4438299883597 48.216526166493, -108.4445920257798 47.98121672997488, -108.5663641031911 47.98326376659312, -108.5945944036565 47.99063708732983, -108.6080304029323 47.98004725378465, -108.6295078914454 47.92122785952618, -108.6718304965622 47.92765482407051, -108.8886134098695 47.92804003890774, -108.8865606748069 47.86494064671525, -108.90065261683 47.86397906013528, -108.8986832344669 47.73959212202952, -108.9519762256025 47.74093011676003, -108.9535252181856 47.75239336641008, -108.9308500720849 47.76426146462831, -108.9539297559296 47.77542290394461, -108.9425312095248 47.79380634439844, -108.9976401912628 47.80935035364685, -109.082756455627 47.80303238480148, -109.1478372487198 47.7821957122562, -109.1830939382698 47.7933267944054, -109.263685948654 47.79813270694775, -109.2841029048718 47.77568679372149, -109.3995931208532 47.74634747237982, -109.427159189925 47.72960072874788, -109.4845953645266 47.73195050817257, -109.5284885645109 47.74910904211399, -109.544327649568 47.74525228318215))",2021-10-09,70.9,4740,6681,0.5803520726859739
7192,Phillips,Montana,30071,"POLYGON ((-107.9156391105305 47.45681158773948, -107.9138082521689 47.49322366278106, -107.9315173076373 47.55347647481067, -107.9600220659037 47.58074358277092, -108.1122861563381 47.59978949328104, -108.1778545808541 47.58539242546571, -108.2675563315728 47.59140770330866, -108.3140758927484 47.58397983291842, -108.3392009554821 47.5679995300499, -108.3967310508071 47.59473642366655, -108.4298065830808 47.58723618303321, -108.4303563275473 47.60517322807924, -108.4480885394214 47.61888327072359, -108.5008644744395 47.60474128599844, -108.5282559638984 47.62181180487686, -108.5592480931182 47.61343006670851, -108.6080183325911 47.6283943369516, -108.6771445549273 47.62699656035959, -108.7258386942662 47.64975811559813, -108.7811084757427 47.6515461320192, -108.7977343087466 47.68552761333456, -108.8322285982483 47.71519806609629, -108.8986832344669 47.73959212202952, -108.90065261683 47.86397906013528, -108.8865606748069 47.86494064671525, -108.8886134098695 47.92804003890774, -108.6718304965622 47.92765482407051, -108.6295078914454 47.92122785952618, -108.6080304029323 47.98004725378465, -108.5945944036565 47.99063708732983, -108.5663641031911 47.98326376659312, -108.4445920257798 47.98121672997488, -108.4438299883597 48.216526166493, -108.4174690366573 48.2178271213353, -108.4200390350536 48.44400174436383, -108.3475866825614 48.42917796667568, -108.3472185630572 48.57519889329765, -108.3254430977093 48.57587415895168, -108.3282859997854 48.73991708924435, -108.2634402416195 48.74143945455121, -108.2654032002818 48.91533903581895, -108.2496399563385 48.91535436981462, -108.2506748974383 49.00000963003185, -107.1881208458935 49.00001714161758, -107.1839174661338 48.91436278869581, -107.2112929481445 48.9137406221822, -107.2097810472537 48.58230563044744, -107.1927130667732 48.58177210064531, -107.1945002543296 48.52168138345509, -107.2192823743222 48.51326125849352, -107.2653131125818 48.52143106633654, -107.2677099818783 48.48812417722269, -107.3085298554192 48.48762706566028, -107.3080675561713 48.39898429311567, -107.2631427305456 48.39773058355732, -107.2625278165975 48.30497172105947, -107.3785028147799 48.30313340291611, -107.3747054750813 48.21740201738771, -107.4112376836904 48.21605438710587, -107.4154503363731 47.872476891156, -107.4275894215216 47.87263681022573, -107.4276863468794 47.69576616368835, -107.434590478431 47.64816980374907, -107.449552054864 47.62615873362982, -107.500160301656 47.63041536794205, -107.5347992798399 47.64979360136514, -107.6002464829035 47.65455724181132, -107.6404775517322 47.6530422844821, -107.7024300024916 47.631606809045, -107.7238840755789 47.59558082950932, -107.7693793154828 47.55798689711209, -107.8620793803958 47.5255117736554, -107.8642382101312 47.4826496294679, -107.8781545364606 47.45741096047573, -107.9156391105305 47.45681158773948))",2021-10-09,37.4,1477,3954,0.16433483519089398
7492,Valley,Montana,30105,"POLYGON ((-107.4276863468794 47.69576616368835, -107.4275894215216 47.87263681022573, -107.4154503363731 47.872476891156, -107.4112376836904 48.21605438710587, -107.3747054750813 48.21740201738771, -107.3785028147799 48.30313340291611, -107.2625278165975 48.30497172105947, -107.2631427305456 48.39773058355732, -107.3080675561713 48.39898429311567, -107.3085298554192 48.48762706566028, -107.2677099818783 48.48812417722269, -107.2653131125818 48.52143106633654, -107.2192823743222 48.51326125849352, -107.1945002543296 48.52168138345509, -107.1927130667732 48.58177210064531, -107.2097810472537 48.58230563044744, -107.2112929481445 48.9137406221822, -107.1839174661338 48.91436278869581, -107.1881208458935 49.00001714161758, -106.1255796417504 49.00002118233265, -106.1173075209296 48.91456477264556, -106.1590723001497 48.91393519815432, -106.1596734342233 48.830233546695, -106.033112902231 48.82980652599794, -106.02563410847 48.57117314958918, -105.8144214763068 48.57037111945066, -105.8119951305118 48.21785084758537, -105.847892998658 48.21738171020425, -105.8480466494389 48.00948495099719, -105.8792369291096 48.01367740010457, -105.9007449820059 48.03320135829058, -105.9041785019356 48.011953102652, -105.9282731305209 48.00471271108047, -105.9676119265743 48.01015254965338, -106.0155416973114 48.03112614027489, -106.0200814925032 48.00341185984624, -106.0341582559427 47.99998238063165, -106.0784561490831 48.03388807263732, -106.0923574522411 48.02492338361323, -106.0877721212986 48.00840157312051, -106.1232807338925 47.99957421660495, -106.1398599950649 48.01083926400013, -106.1323751920354 48.02984823823012, -106.2412508610456 48.03274755490514, -106.2870829308139 48.04859430696, -106.3662423004876 48.0509597312046, -106.3808151394087 48.06131307930977, -106.4142720012167 48.051982291139, -106.4362995450205 48.02670564978592, -106.4372383896272 47.96171665345103, -106.4376504389568 47.95479651445129, -106.4491333223378 47.9550597825797, -106.4498123178827 47.97301620233647, -106.4622565806275 47.98063067087675, -106.5090886237689 47.9521453909292, -106.4995742938865 47.93296831259124, -106.5372125705414 47.91201326781585, -106.5190688273781 47.8962199775297, -106.5534340212135 47.87854956787463, -106.530964122717 47.85546615413909, -106.5739665004393 47.8353313745241, -106.5832599378976 47.81489540622385, -106.6092704870773 47.80842161082786, -106.6161607351463 47.77881865872952, -106.6303981947162 47.78131354126867, -106.6404618546328 47.7972403823685, -106.6553402337785 47.79880061642818, -106.6825948569653 47.77387085492316, -106.7331280397041 47.77518698834903, -106.7446268787292 47.74456945413836, -106.7597951014756 47.73735947153799, -106.8213145222694 47.74441295413523, -106.8867632276502 47.73339957076363, -106.8925006286256 47.69598793678117, -106.9119490047181 47.6799277002798, -107.012876431762 47.66764024836235, -107.1219829913761 47.67259494210596, -107.2210943760136 47.66526617284316, -107.4058881913622 47.70320517194706, -107.4276863468794 47.69576616368835))",2021-10-09,39.4,2914,7396,0.1565056743204012
7792,Daniels,Montana,30019,"POLYGON ((-105.8144214763068 48.57037111945066, -106.02563410847 48.57117314958918, -106.033112902231 48.82980652599794, -106.1596734342233 48.830233546695, -106.1590723001497 48.91393519815432, -106.1173075209296 48.91456477264556, -106.1255796417504 49.00002118233265, -105.0630345005004 49.00002133774477, -105.0564876096048 48.91773839170938, -105.0345444545812 48.91605222202984, -105.0359164845656 48.66140915536658, -104.9792810450017 48.66042897113645, -104.9792273760168 48.56714714686051, -105.8144214763068 48.57037111945066))",2021-10-09,36.1,610,1690,0.11258278145695366
8091,Whatcom,Washington,53073,"POLYGON ((-120.8570594715475 48.99983064707561, -120.857303105945 48.98081804656285, -120.8758351203839 48.96966349718379, -120.8746523305556 48.96136651042396, -120.8273937329534 48.93951644725927, -120.7892536823724 48.95535957303136, -120.7612984095524 48.94638773504983, -120.7514480786701 48.93045757849148, -120.7698274266048 48.91654881555186, -120.7683541715273 48.89160050820072, -120.7310593556538 48.85096282946652, -120.7351317748018 48.79164761874664, -120.7222370241301 48.76979325584666, -120.6655938139602 48.73568314510139, -120.6586582373567 48.72199232175566, -120.6680268942803 48.69447303173145, -120.6940134581897 48.69517829192431, -120.7100505900895 48.67719172221658, -120.7091958234388 48.6624174173861, -120.7401796640124 48.65512693130843, -120.9141656026138 48.65407815853008, -120.9145772375112 48.63835003772553, -122.4877982072496 48.63857004948101, -122.5265583003785 48.71172470933576, -122.5168534870431 48.75792132412953, -122.6974040335216 48.80301503092373, -122.7542419750758 48.9099886110181, -122.8224212713752 48.95072518366357, -122.7439400165777 48.95580809240478, -122.7651189584115 48.99974625829537, -120.8570594715475 48.99983064707561))",2021-10-09,63.6,145873,229247,0.22438471745273247
8390,Bonner,Idaho,16017,"POLYGON ((-117.0388684398502 48.04618598897073, -117.0291117188672 48.83807527955628, -116.7876782678274 48.83653809829414, -116.7867420134227 48.49612976626069, -116.0566921889866 48.49866521136273, -116.0554974842291 48.20848379658699, -116.0534924606869 47.97619178995379, -116.1264617656885 48.0204299012327, -116.1704316356512 48.01471001002261, -116.2442318774454 48.05567607456278, -116.2861654342261 48.05267144027559, -116.3250329171287 48.01922716684916, -116.3277612804736 47.88565879161831, -116.499621543925 47.88592060923361, -116.5015416606466 47.98770839776446, -116.6331570235908 47.98858062237641, -116.6339344986146 47.97107914569395, -117.0374718547511 47.97109240752805, -117.0388684398502 48.04618598897073))",2021-10-09,36.2,16576,45739,0.08853746550626196
8690,Ward,North Dakota,38101,"POLYGON ((-100.9647056657808 47.85409179297289, -101.8777782290654 47.85399279545354, -101.8776032868242 48.02444906582816, -101.9174137068527 48.02597143113502, -101.9189207381638 48.37876667884163, -101.9718612546152 48.38000691934973, -101.9775060299681 48.54672532106302, -102.234169091541 48.54927749886978, -102.2341856170296 48.7224912982635, -102.157028421676 48.72242467826879, -102.1547405480785 48.80234059413434, -102.0193623469259 48.80234536010596, -102.0183010375701 48.72607220068535, -101.8456554766849 48.72214182821348, -101.8462039260504 48.46120431173876, -101.0613064194511 48.46031483638167, -101.0620084159895 48.37030837430301, -101.0158566116899 48.36933223078795, -101.0095478639635 48.02187404244001, -100.9636939328906 48.01996268060104, -100.9647056657808 47.85409179297289))",2021-10-09,40.0,27063,67641,0.18422746320742578
8990,Koochiching,Minnesota,27071,"POLYGON ((-94.41750145932953 47.85230838711134, -94.43169006769017 48.36821243467153, -94.43063445677862 48.71078529488466, -94.29233689078782 48.70771113957655, -94.23082736456557 48.65198755471468, -93.8439037710918 48.624736972243, -93.81268541363178 48.52540795883583, -93.7811059820169 48.51159016378945, -93.51413909700051 48.53427095653051, -93.46533943283326 48.54951994177434, -93.45776946396285 48.59270990192337, -93.30423674440677 48.63716299996594, -93.09144237950755 48.62658487413366, -93.09374253066247 48.06936306440958, -93.08559442871197 48.06864563026745, -93.08139799069356 47.89497243265204, -93.77191454671221 47.90084053521895, -93.77403058631097 47.85099743408941, -94.41750145932953 47.85230838711134))",2021-10-09,52.0,6354,12229,0.0901177250870503
9290,Skagit,Washington,53057,"POLYGON ((-122.3783200054567 48.28972107808639, -122.5643662870667 48.41424648838955, -122.6670319468498 48.41289507641283, -122.6994138230355 48.49432822898533, -122.6081783101213 48.51882407985605, -122.5232278704873 48.45840311191444, -122.4738332369272 48.46219547842526, -122.5052997875401 48.55944476686531, -122.4295450311421 48.59939733717798, -122.4877982072496 48.63857004948101, -120.9145772375112 48.63835003772553, -120.9141656026138 48.65407815853008, -120.7401796640124 48.65512693130843, -120.7457415010981 48.64527344037977, -120.7627020918049 48.64343061528497, -120.7758170614482 48.6227431901773, -120.7726654591012 48.59232867599718, -120.7501273864888 48.57999630997755, -120.7124905085428 48.58931642651619, -120.6927600594556 48.57828480812272, -120.6865719633371 48.55349714509786, -120.6991223725587 48.53468658033889, -120.710780301789 48.52421501541573, -120.7726182138172 48.51009142112458, -120.8037318235095 48.5180251579599, -120.8234318636256 48.54012709236432, -120.8460460363719 48.54227416258271, -120.8691634335573 48.53009321977034, -120.8912359432673 48.53456349394119, -120.9059302108569 48.5184421286733, -120.947999701437 48.51587751789707, -120.9631592211047 48.49650969708591, -121.0488464695915 48.48389209802514, -121.0562844417695 48.46149923213526, -121.0355004539323 48.43393057286146, -121.0553132714422 48.40287399941659, -121.0479105778151 48.34998264499866, -121.0605827265294 48.33530671603906, -121.0595368547773 48.31871636880216, -121.017679967975 48.28992440894116, -122.3783200054567 48.28972107808639))",2021-10-09,58.5,75627,129205,0.2546497533256642
9589,Williams,North Dakota,38105,"POLYGON ((-102.8254590507384 48.1273813091982, -102.8577694373497 48.13686880458826, -102.9066741083049 48.12528081081125, -102.9666486290347 48.14002911001395, -103.1215036985014 48.14615939282444, -103.2158424287899 48.12275634816558, -103.2363200993419 48.10720016496792, -103.2387389853552 48.07448969576007, -103.2496339446926 48.06764234143573, -103.3681674407746 48.04104376460438, -103.4209032276621 48.03620335057176, -103.496733980586 48.01392626671001, -103.5377427834587 48.03986952244252, -103.5700998973135 48.04964629158879, -103.5624393749822 48.08279963352976, -103.5966730901656 48.12207538406722, -103.5871359147017 48.13310746869706, -103.6019984418113 48.13591882211311, -103.6305105562513 48.11986272993491, -103.6879998817973 48.11954201112677, -103.73006222342 48.0901343602571, -103.7213493020275 48.07122495339088, -103.7294977666063 48.06295081221245, -103.7619695228004 48.05333370311571, -103.7950745833767 48.05430616854397, -103.7877426022634 48.0248070835447, -103.8020024929823 47.99948873993988, -103.8283551560385 47.98938690044616, -103.8404558543938 48.01105450978397, -103.8546393341545 48.00968869628429, -103.8695475006229 47.98206595359332, -103.901301926283 47.96366324203682, -103.9262660856702 47.96183953263257, -103.9552665049859 47.98488031164366, -103.9923922842787 47.97659430734019, -104.0193863331471 47.99456155414121, -104.0484251910601 48.00008127454294, -104.0521114628981 48.39101937024861, -104.0523176429751 48.64582473896742, -102.8850177922477 48.63678161862762, -102.8830657642378 48.55272184584369, -102.8806556849112 48.37824081603733, -102.8263189977931 48.37871720598397, -102.8254590507384 48.1273813091982))",2021-10-09,25.0,9405,37589,0.22212454212454213
